قطر مرادف الارهاب ,hate
ارمني يوناني يحمل جنسية المانية من مواليد سوريا يعني ابوه كان لاجئ كلب ابن شحاطة بسوريا كاتب على واجهة شركته الخاصة يجب ان ترحل ميركل لك ياحيف على الفول والحمص اللي اكلته بببلدنا يا ابن الصرماية,hate
يا حمار قمة يعني زبالة,abusive
ما حدا غير يلي خلفتك عاهرة يا منحط يا سافل ,abusive
طيب كلي هوا وخليكي بزباله لبنان,abusive
حسن عليق؟؟؟ كول هوا,abusive
يا حبيبي سعد الحريري باع دم بيو كرمال يعمر سوريا تفه شو واطي رح تروحو تحت الدعس طول بالك انت بدك تحكي رأيس وليد بيك جنبلاط يا وطي,hate
عامليتلي بلوك الحيوانة,abusive
اخرس يا أيها النجس الخنزير الديوث انت وبشار الكيماوي وحزب الشيطان والمجوس إلى مزبلة التاريخ ,hate
لك يقطع عمرن اسم على مسمى,abusive
كان زهايمر ياتي في عمر متأخر بس ها الزمن بلش الزهايمر من عندك للعمر متأخر محتاج الى حكيم نفساني ليعالج هواجس عقلك ,abusive
ابوك الحرامي طبعا يا عيلة وسخة بلا شرف ولا اخلاق,abusive
دويلة قطر بحق دولة مارقة فاسدة سيئة السمعة ,hate
يا غيني ما هيدا حليف ايران ة إيران حليفة سوريا و سوريا حليفة حزب الله وانت كلب حزب الله يعني كيف زبطت معك   ,abusive
لا والله ان مصر عصيه عليه وعلي مليون زي تميم البغل ده ,abusive
والامن متفلت، والمحاكم نهشها الفساد، ورجال الدولة خيرهم للخارج، والتلوث باعلى درجاته ,normal
شو هالغبية او شو هالحمارة عم يحكي عن رجوع سوريا الى الجامعة العربية فشو دخل لبنان ؟,abusive
حيوان هوي وحذبو معوّدين عالزحف والتزقيف,abusive
عادي قولي يلعن روحك بلا مؤاخزة يا حافظ,abusive
كول هوا فطس لملكك انشالله بلكي منخلص من عدد اليهود الموجودين المدعيين انن مسلملين,abusive
الاناء ينضح بما فيه عثمان رجل دوله وانت قاتل محمد ابو ذياب ,abusive
هل بادروهم اليونانين بالمثل للسورين بيوم الصعوبات التي يمرون بها السوريون ام عملوا عليهم تسكير على شواطئ بحر اليونان,normal
مستحيل هالعمرو خالد ما ازنخه يخرب دياره شي مو طبيعي,abusive
يتيم المجد يدفع لكم ملياردولار واخرتها تحطون صورته وتكتبون تميم العنز  مالكم حل اخذتم الفل… ,normal
الروس المفروض ينشهروا بالوقاحة مو بالڤودكا,hate
منافق جبران باسيل,abusive
تضرب انت والفهم يا محترف انت مين انت لتحكي عن السومة هيك الغير احترافي واحد  متلك طشم يحكي هيك عن  كابتن بحجم انديه كبرى و للعلم السومه اكثر حدا بادر للالحتاق بالمعسكرات للمنتخب ف سدووو لبوزك,abusive
يلعن روحك رشيد كرامي على روح فيصل الديوس كلب ايران هيدا الكلام من مسلم سني لبناني وطني,abusive
قلتلكم ما تفوتو بالشخصي ما بدكم يلا انقلعي يا بنت الكلب انت كمان شعب مجوي غير هيك ما بتمشوا بتضلكم تهينو الواحد تتنزلو لمستواكم يا كلاب,hate
مياومو الإعلام وشائعاتكم ما رح تغبروا عل صرماية الوزير الملك جبران باسيل يلي بتشرف إعلامكم وأصحاب محطاتكم المأجورين للخارج تفه,hate
انقبر كول هوا كل الاحزاب والمليشيات اللبنانية والاحتلالات والارهابيين والعصابات المسلحة قبل الحرب وبعد الحرب أطل…,abusive
ما حارقلكم قلبكم غير لبنان يا كلاب,abusive
بس ولاك ما حدا قاهركن الا جبران باسيل اندال,abusive
يا إمّعَة يا ربع رجال بيشرفك اللواء يا جاهل الجاهلية ,abusive
انت بس عم تكتب لتفرجي الناس انك بتطااع بالكتب وانت لا تعرف عير لغة الصرامي يا احقر المخلوقات ,abusive
هههه سعودي شو هيدا مرتد لولد لولد وتاني شي كردي ,hate
سد بوزك انت جايي تتفلسف هون روح انقبر انضب وضب لسانك يا حقير احقر البشر انت وامثالك ولا تجيب سيرة السيد حسين ع لسانك لان ح يجي يوم وينقطع يا بلا اخلاق,abusive
كول هوا مش شغلك,abusive
شو خلصنا من العونية طلعولنا كلاب نصرالله يهوشو,hate
لا نخشاك ياسفاح الشام بحياة امك تخبرني بشو نتصر اسدك بس فاتح عيونك يا بهيم يلي عم دافع عنو هو يلي قتل ابنك وخيك وبيك وكل عايلتك هو يلي باع شرفك يا بلا شرف ما اقرفك,abusive
يعني حمار وعارف أن الفلوس لسيدك حسن الزباله ,abusive
تفيييييي على أحسن شيخ بسوريا ازا ما بدهن حرق العمى هدول باعو آخرتهم بدنياهم,hate
الأردن بنت ميتين الوسخة قفلت الحدود بشكل كامل مع درعا عشان لا مدني ولا عسكري يعدي لما حملة النظام تبدأ الأردن ياما عطلت,hate
مياومو الإعلام وشائعاتكم ما رح تغبروا عل صرماية الوزير الملك جبران باسيل يلي بتشرف إعلامكم وأصحاب محطاتكم المأجورين,abusive
كلاب جبران ,abusive
بلعربي لمشبرح كول هوا,abusive
اي شو هل العهد القوي يلي بدو دنب الكلب يتوسطلوا,abusive
والله انك كذاب يا اصلع الرأس والاخلاق بس ماقصر الزول نتف باقي الشعر…,hate
وانت ياحمار لازم كمان تعرف انت ومعلمك الهبيلة انو صرمايت لصغير بي بيت الحريري ابتسوى رقبتكون افهمت ولا برجع بعيد سدو لنيعك ياحقير ,abusive
شام يا ذا السيف لم يغب ,normal
نعم إن منعها هو خوفاً من أن يورط صغار القوم كبارهم ,normal
انا برأيي تسد نيعك وما تتفلسف كلهم فاسدين، انا بوافق بس تبييض وتطبيل من المتخلفين الكل… ,abusive
ولاك انت يمكن سوري او جربوع او حيوان بس كون اكيد انو الحريري بصرماينو داعس عليكم,hate
ﻳﻢ ﻣﺸﻬﺪﻱ ﺍﻟﻮﺣﻴﺪ ﺏ ﺳﻮﺭﻳﺎ ﻳﻠﻲ ﻓﻴﻪ ﻳﻜﻮﻥ ﺭﻭﻣﻨﺴﻲ ﻫﻞ ﺍﻟﺨﺮﻳﻒ ﻫﻮ ﻳﻠﻲ ﻋﻨﺪﻭ ﺧﺰﺍﻥ ﻣﺎﺯﻭﺕ معبى,normal
هيدا السيد يلي عم تحكي عنو غبرة صرمايتو بتشرف الأندال يلي مثلكم ,abusive
قد يكون كما تدعين لكن له مبدأ واضح مو متل العواهر الي عندك ,hate
ولك يلعن روح ابوك على ابوه للإسد يا خنزير يا ابن الخنازير بس ولا ارنب بس ولا بلا شرف انت وخنزير الضاحيه,abusive
انا مش عربية انا فينيقية لا يا شطورة إنتي حمارة,abusive
حذف تغريدته لانه كلب من كلاب الترك شركسي الاصل او يوناني,hate
طيب حضرتك شو عمبتقدم لبلدك غير لغة الصرامي ,abusive
لك يا حجي عيفك من بشار الجحش صار في عنا أولويات أهم لا بديل عن إسقاط نصر الحريري لابديل عن إسقاط النظام,abusive
ولك استحي بقى ما في عا لسانك الا سوريا ,abusive
كول هوا انت  ,abusive
عزيزي جبران باسيل ع تويتر معش تغرد معش تغرد ع تويتر هكرولو حسابه طعمرك,abusive
اي خراس فوق ماعم اثني عليها,abusive
بدك تعود حالك إنّو ال مليار الدين العام رح يصيرو مليار ورح تضلّك تهتف يا مسطول بالروح بالدم منفديك يا زعيم ، والله ليوصل عواكم على قبرص من الفقر,abusive
مرجع كبير منو هوي يا   تيس ,abusive
معالي الوزير اعمل بلوك لهذا الحيوان ,abusive
يالطيف شو بشعة روحي عالمطبخ وسكتي حجة,hate
ممكن تفرشي سنانك قبل كل تويت بليز في ريحة خرى قوية,abusive
بدك شي شاكوش يضرب راسك ليفتح مخك السيد مش لاكشك باجرو,abusive
العمى يعميك شو جحش صحيح انك بلا حياء وما عندك ذرة كرامة يا واطي,abusive
قبوط وصعلوك وبهلول وهبول ومسطول وعندها واحد زنخ سمج سميك بلبنان,abusive
سماحة شيخ عقل الطائفة الدرزية   الشيخ نعيم حسن فاخرس يا ايها البرميل ,abusive
قليل ادب ,abusive
الأكثر حضوراً على المسرح يكون الطبال اسم الله حولك حضورك دائم ومستمر طبال بحجم طرطور ,abusive
ايوا فضحو حالكن يا كلاب سعودية واحد ورا واحد اعلام سعودي قاطعوا ام تي في,abusive
كول هوا هوا كول يا طبل,abusive
جبران باسيل متخلف عقلياً,abusive
للامانة هالبقرة تحديدا حاصلة على جائزة أكبر بقرة حلوب منذ بدء الخليقة,abusive
قذرين وسخين داعش قليلة عليكن,hate
يا زلمة والله اذا بتسكر تمك بترتاح وبتريح حاجتك تحكي وتبين انك انسان ناقص عقل ورسمالك كم    بيتغير اسلوبك ,abusive
وانت من الدروز يافيصل وبتكتبو الخضر وشعيب وشبعرفني شو نسيت نجمتك الخماسية يا فلاح يا ضيعجي,hate
معاليك لي ما بتشتغلوا على السكت وبلا حكي وإذا طلع بايدكن ما تقصرو قرفنا منك انضبب ,abusive
كول هوا شايفني خايف منك يعني هواي عليك وعل امارات شعب ما يجي بالاحترام طز فيك وبلدك,hate
الحق عليهالمفروض يركب الكلب يلعن امو على ابوه,abusive
يلّي بدّو يجيب سيرة الوزير جبران باسيل بالعاطل بدّو يسمع كلام أوسخ من أعمال حركة أمل,hate
يا عيني ملا حريدة ، جريدة الاخبار للفتنة و للكذب بتحدى جريدة الاخبار تحكي عن الفساد و السرقة في مجلس الحنوب ,hate
اضحك مع أرنب الجاهلية حنجيبك ,abusive
كول هوا يلعن الي نفضك خاين كلب,abusive
هذا كابوس له ولعنة الايتام وسب الاموات في قبورهم ,normal
وءام وهاب ياغادر ابودياب اخرتك طعام للكلاب وانت واحد كذاب بضلك واقف عالبواب وتشحد الزعامه من اسيادك,abusive
عووي وخلي صوت عواك يوصل للسما وكل ما تزيد عواء بنبسط بصوتك بس يا كلب يا وهاب فشرت ارميلك عضمة تا تسكت خليك عم تعووي ,abusive
جمال كول هوا انا مسامحه شو ما يحكي عليي بحضوري و بغيابي,abusive
اه يا هبيلة هيدا شربان بول بعير قبل ما يغرد,abusive
ما نايكن الا جبران باسيل عن جديد منا وجر,abusive
كول هوا خسرتو بأرضك وبين جمهورك بعد ما منعت القطريين من تشجيع جمهورهم انتو فاشلين في كل شئ وهم متفوقين,abusive
طز فيك وفيهم إذا حاببهن كثير ظب كلاكيشك وروح او بقلك خذ الزرد معك وفل ,abusive
انت يافارس يا واطي يا رافضي يا مجوسي العرب والبدوو الشرف منك يا عديم الشرف,hate
هلق السعوديه والامارات مناح حيرتن والله كلن اخرى من بعض ,hate
وكأنك تطلب حماية وليد بك يا جاهل حنجيبك ,abusive
وئام وهاب وصرمايتي سوا ,abusive
قولي لضيفك ما يبلع ريقو احسن ما يتسمم ، مش مقبول الحقد هلقد على الشيعة,abusive
مارسيل غانم انت واحد كلب حقير مرتشي لاذمة ولا ضمير,abusive
ههههههههههه كول هوا,abusive
مصطفى حمدان كول هوا طوني خليفة,abusive
العمى شو تشتوش,abusive
ليش يا شنتير شو كان في مقابلته شي مس منيح ؟ بالعكس يا اصلع كان تهديد قوي لعدوك اذا بتعترف فيه يا مسطل,abusive
فشرت يا زنديق و طويلة عرقبتك عثمان تاج راسك ,abusive
الإخوان د واحس و علمانيين عملاتنا لوجه واحده وهي يهود,hate
كول هوا يا حمار اليوم,abusive
وانت من السياسين ولا العاهرات,abusive
بس بدك تحكي تحكيش متل الخنازير ,abusive
روح شوف معلمك جبران باسيل و سرقاته بالكهرباء يا حقود يا صاحب الوجه البشع,abusive
العرب كلهم بدهم حرق وبس,hate
رشيد كرامي كلب وفطس  هيدا رفيق نجا بضلو يعوي زتولو عضمي,abusive
انتقاما للمهاجرين لازم نبيد السوريين,hate
اراكوز ,abusive
شو هالدفاع البيخري يابا,abusive
كول هوا يا كلب يا فلسطيني اشرف من عائلتك الجربانه يا لقيط,abusive
بوق لإيران وكلبها وعميلها حسن زميره ومؤيد لإجرامهم وتتكلم وتتهم أمير قطر بدعم مايسمى الإرهاب عجبى ,abusive
بلبنان هي أوطى صنف,abusive
واحد متلك بهيم ووسخ وما بشرفني ناقش حدا قاعد بلبنان وانتماؤؤ لمحل تاني فبرجع قلك بس تصير لبناني منحكي,abusive
ارنب وبضلك ارنب ابكي بترتاح يا صرماية,abusive
شكلو زمان محدا قلكم كلو خرا عموما كلو خرا,abusive
تفو علي طول عمرو واطي روح نضب ياطلال ياعيب الشوم عليك بس شو بدي يحكي الواحد طول عمرك هيك رخيص,abusive
اه يا هبيلة غنم ,hate
اه يا فاشل افتخر ولا يهمك لأنك انسان انتهازي حقير  تابع للسفاحين والموالين  والسفلة ولولا تكن تشبههم لما افتخرت بهم مبروكين عليك لأنه وعلى قول المثل اللي متلك روح لعندو ,abusive
جيش ابو شحاطة النصيري القذر الجيش الوحيد بالعالم يلي بيقتل شعبه كي يبقى الخنزير بشار متخوزق عالكرسي اتفووووو,hate
انت خراس شو هالموديل عبكرة الصبح,abusive
الان دخلت صفحتك وعرفت انك من اللي مشغلهم نظام الحمارين كلاب تنبح ضد السعودية,abusive
زحط يا زبالة,abusive
كفوا لسانكم عن القائد الخالد جوز أنيسة,normal
وقح واطي بلا أدب عاطل يهودي محنك لئيم ومع هيدا أوسكار احلى منك انت روح خلي ايران وإسرائيل يلعبوا معك وفيك,abusive
ولا واحد من الحمير العرب القامعين على السلطة انحنوا لا لكبير ولا لصغير,abusive
جعجع يقصف عمرك ياحشاش ياعميل ياوسخ خراس يبليك باتلك روح انضب يا زبالة,abusive
والله لا اعلم على ماذا تضحك على هبلك او على خسارت المعركة الانتخابية في وجه البيك او على العزلة التي وضعوك فيها هههههه ,abusive
لو في دولة اساسا وتحترم نفسها لن تترك بوقا شيطانيا مثلك فتنوي انت وصرمايتك سوا   ,abusive
ليك كول هوا وعملي بلوك,abusive
اكيد نحنا ما منتسعّر يا غشيم اما انتو سعركن معروف ولا ارخص من هيك ,abusive
نحن اللبنانين ما بدنا يسلمو سلاح للدولة لان شايفين كتير منيح الدولة شو عم تعمل بالشعب روح كول هوا و نام احسن,abusive
معاليك معود عالصرامي صار بدك تحكي بالسندات و الاستثمار خليك لا تعرف اريحلك ,abusive
سارقين البيت وحارقينه يلعن الأسد,abusive
شو هالدولة لي نحنا عايشين فيها معقول ماحدا قادر يخرسك أو يشلحك بالسجن قاتل وسارق وتطلب السجن لغيرك شو هالوقاحه لي عندك ,abusive
انتبه طوق النجاة يخنئك ولك كبرانة الخسة براسك,abusive
الملفت بهيك حمار معبا ببنطلون مو انه منظومته الاخلاقية عديمة الأخلاق تماما، وإنما اعتقاده انها متفوقة على غيره,abusive
لا والله يلعنك ويلعن تركيا و روسيا و ايران يا ارقى انواع الطشم و هل بعد العلوي طشم يلعنك محتل,hate
مؤسف حزب الكتائب من بيار الجميل الكبير الى سامي الصغير الهبيل المستهبل السخيف الذي كل همه مهاجمة حزب كبير,abusive
ولك كول هوا يا واطي ولك انت واحد عم يندفعلك لتحكي ع تاج راسك ولك ستخي ع حالك يا صباطو للسيد واعتذر من الصباط لتشبيهه بك,abusive
شو رأيك يحطوك أنت شيخ ألكذابين بتلبقلك ,abusive
اصلا مع هيك عالم لازم نستخدم لغة الصرامي يا نعال الجنبلاط ,hate
شو يا وجه العنز عرب الشمال الي برجلهم بتشرفك وبتشرف كل واحد مثلك وانتم الاعراب أشد كفرا ونفاقا سنح الي حامل رايك ما اتيسو,hate
أقترح ردم اللاجئين بالبحر على طريقة ردم جبل النفايات بصيدا,hate
الله لايبارك فيك ولامرحب فيك اطلاقا على الكرة الارضيه مابتسوا ليرة بايام الغلا وهل اسيادك اشرف من جزمت امير قطر ياح  ,abusive
ارفعوا العشره مشكلتكم ما الو خص علاء الخواجة يا صاحب الصرامي ,abusive
ضحكو على هالهبيلة جبران باسيل ميشال عون جوزف عون جبران باسيل ميشال عون جوزف عون جبران باسيل ميشال,abusive
شيعة جنوب لبنان معروفين عند اللبنانيين بالفوضوية ورفع الصوت وعندما يهزمون بالحجة الحل عندهم الفوضى,hate
العما شو هالحمار,abusive
انت اول منحطة ,abusive
والله انت اكبر خنفوس ,abusive
مي شدياق انتهت صلاحيتك بين الرجال ما عاد الك منفعة هههههه خرسي بقا حطي إيدك البلاستيك ب,hate
يا كلب ابن الكلب انتو قتلتو رشيد كرامي,abusive
جبران باسيل عار على العرب ككل ماهو الا فرخ مجوسي أبتليت به الأمة العربية,hate
يقطع عمرك ما ابشعك ,abusive
هيدا بغل الجاهلية وئام وهاب فتنة مزروعة بالجبل الله يقبرو منعرف عنو ما بيعرف حمار ما بيعرف يقرا ,abusive
هي ميمونة مؤدبة بس انا مش مؤدب، دراسته العلمية يبرمها ويحطها في طيزه,abusive
تعا لدق راسي فيك يا حيط و بالنسبة للكلاب العونية احلى كلاب ع المزابل,hate
حزب الزباله و مؤيديه من بلد الزباله تفو عليكم و على الخنزير حسن زميره,hate
شو بدي قول إذا فيك دم روح فل من لبنان مكانك مش لبنان ياعميل بشار عفوا كلب بشار ,abusive
هذا الكلب نصر اللات ما مات اللهم أذقه عذاب الدنيا قبل الأخرة,abusive
صباط ورح تضل ,abusive
زطم مش بيئه؟ حتى كول هوا اشيك ,abusive
روح بلط البحر عند معلمك المجرم بشار ,abusive
كول هوا شقفة عميل و كلب وواطي وحقك فرنكين بسوق الغلا نسيت لما كنت تنام بالقرداحة ناطر بالدور ل…,abusive
ما احد يربط هالجحش,abusive
شوفي وجك انت كيف قبل يا بشعة هاهاها,abusive
اهااا فهمت عليك فرقت معك عل حرف واحد بين سوي و سوري قول هيدا حلمك انت و كتار متلك بس ما فشرت انت و يللي اكبر منك عماد اللو… ,abusive
بيت الدعارة مطرح منك ساكنة ، الجامع ألوا أحترام,abusive
يا ياسين الزلمه ما عندوه سيوله اخذت منوه بدوه حدا يسكت تمه بشوية مصار… ,normal
اخدت الحبة تبعت الهستيريا ؟خدا عجل لعمى شو هبيلة ,abusive
عاد حمار,abusive
ولا بسطة خضرا ,normal
الجزمة مكانه الحقيقي جبينك ,abusive
اللعنة علي قطر شعبا و حكومة و مقيمين ,hate
جبران باسيل صرمايتو بتسوى راسك,abusive
لما العاهرة تاضر بالعفة ,abusive
النازحين السوريين بكل وقاحة بيطلعوا يطالبوا الدولة اللبنانية,hate
كيلو بويا عوجك و مبيني ختيارة,abusive
يا علاء انت حمار ولا بتستحمر,abusive
ديما بحبك كتير وكلي خرا بعرفك بتحبي البهدلة♡,abusive
ضحك ع قرعتك المزروعة حتى الشعر المزروع ما استحملك من تقل دمك يا طبولة اضحكتني     ,abusive
بالنسبة الك بدك حبل واسطبل ,abusive
اذا بري راس الافعى الطائفية شو خليت لأسود القلب ولجبران باسيل طالعين نازلين المسحيين كذ…,hate
يجب تطهير المجتمع المسيحي من الجرثومة العونيه انهم كلاب الوطن,hate
شعب فاسد وانتم افسد ,hate
بس تطلب من ابناء العاهرة كلاب ايران ينسحبو من سوريا فورا للاجئين راح يرجعو لاتفكرهم مبسوطين…,hate
مش غريب يطلع من نيعك هيك كلام يا ريت بتسدو بشي خلده ,abusive
سد نيعك يا صرمايت بشار ,abusive
جبران باسيل معتوه,abusive
فارس سعيد كول هوا,abusive
كلين للتخسيس,normal
لعنك الله يا موريتاني ياقذر اصلا انت بلا شرف وماتربيت زي الناس يا جزمة الرجال ميت رحمه الله,hate
ولك الله انتو شعب بجم روح جبلي مصاري للشعب بعدين احكي ,hate
اصمت أيها الذبابة المريضة العقاب لوهاب وهاب قاتل ابو دياب ,abusive
يلا خراس ما في حدا بيحكي بطائفية غيركم عطيني شي تغريدة لحدا بالحركة عم يحكي بهالمنطق الطائفي,abusive
بس لو بتصلح ضابط سوي ل ضابط سوري يا طنبر الجاهلية يعق ,abusive
متشربين العنصرية لدرجة إنّو حتى لما بدهن يحكوا شي متطور وتقدمي بطلع رجعي وكريه,abusive
عندما يغرد القرد جبران باسيل,abusive
فيكن تتفلسفوا لتشبعوا,normal
هي التعليم ببلاش ولساتك حمار كيف لو كان بمصاري,abusive
لك تضرب شو ازعر يا خروف,abusive
وﷲ صاير مهزله هالمغرد ,abusive
السومه تاج راسك ي كلب,abusive
بدوا صرماية تسد نيعو وكثير عليه العمى شو واطي,abusive
أحقر جريدة بل الوجود,abusive
كول هوا عاساس مملكة الشر في محاسن ما هي اهوا مملكة ع وجه الارض من تخلف وذكورية وعنجهية وتطرف ودعشنة  م هالمملكة بأجري,hate
بشرفك خراس لأنو كلامك كلّو كذب وإذا زلمي نزال على مكتب المحاماة والد هودي الأشخاص وشوف الهويات,abusive
دميم الكلب ليس له مكان بين العرب اﻻشراف انه حثالة وأمير الشواذ والمخنثين ﻻ مرحبا به في أي مكان أو زمان… ,hate
و الناشطات ما طالبوا بالقاء الضوء على بلدكم الزباله,hate
من الخواجة ثناء وتقدير لسعدنا الثناء والتقدير فهو من أبرز الطلاب النجباء ,normal
صاير سئيل انتا ,abusive
صحيح انك واحد اهبل ما بتفهم ,abusive
